"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_668886","chr8",124810000,124820000,10001,"*",34,13.4920634920635,"window_668886","100616221",124821985,124822051,67,"+",1984,"upstream",1984,"MIR4662A","microRNA 4662a"
"window_669478","chr8",126290000,126300000,10001,"*",34,13.4920634920635,"window_669478","100130231",125859721,126292788,433068,"-",0,"overlapStart",0,"LINC00861","long intergenic non-protein coding RNA 861"
"window_669856","chr8",127235000,127245000,10001,"*",34,13.4920634920635,"window_669856","103021164",127244637,127419050,174414,"+",0,"overlapStart",0,"CASC21","cancer susceptibility 21"
"window_672513","chr8",133877500,133887500,10001,"*",34,13.4920634920635,"window_672513","101927822",133886496,133902407,15912,"+",0,"overlapStart",0,"LOC101927822","uncharacterized LOC101927822"
"window_675837","chr8",142187500,142197500,10001,"*",34,13.4920634920635,"window_675837","619434",142198356,142209003,10648,"+",855,"upstream",855,"LINC00051","long intergenic non-protein coding RNA 51"
"window_683767","chr9",16872500,16882500,10001,"*",34,13.4920634920635,"window_683767","54796",16409503,16870843,461341,"-",1656,"upstream",1656,"BNC2","basonuclin 2"
"window_685332","chr9",20785000,20795000,10001,"*",34,13.4920634920635,"window_685332","109616992",20786927,20787055,129,"+",0,"includeFeature",0,"SNORA30B","small nucleolar RNA, H/ACA box 30B"
"window_685427","chr9",21022500,21032500,10001,"*",34,13.4920634920635,"window_685427","401494",20999509,21031640,32132,"-",0,"overlapStart",0,"HACD4","3-hydroxyacyl-CoA dehydratase 4"
"window_690419","chr9",33502500,33512500,10001,"*",34,13.4920634920635,"window_690419","441394",33503655,33510711,7057,"-",0,"includeFeature",0,"SUGT1P1","SUGT1 pseudogene 1"
"window_690597","chr9",33947500,33957500,10001,"*",34,13.4920634920635,"window_690597","100113379",33952769,33952850,82,"-",0,"includeFeature",0,"SNORD121A","small nucleolar RNA, C/D box 121A"
"window_691525","chr9",36267500,36277500,10001,"*",34,13.4920634920635,"window_691525","10020",36214441,36277056,62616,"-",0,"overlapStart",0,"GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase"
"window_693411","chr9",40982500,40992500,10001,"*",34,13.4920634920635,"window_693411","100132352",40992249,41218410,226162,"+",0,"overlapStart",0,"FRG1HP","FSHD region gene 1 family member H, pseudogene"
"window_711878","chr9",87150000,87160000,10001,"*",34,13.4920634920635,"window_711878","401535",87148644,87159556,10913,"+",0,"overlapEnd",1355,"LINC02872","long intergenic non-protein coding RNA 2872"
"window_713895","chr9",92192500,92202500,10001,"*",34,13.4920634920635,"window_713895","138652",92177235,92191156,13922,"-",1343,"upstream",1343,"PRSS47","serine protease 47"
"window_714031","chr9",92532500,92542500,10001,"*",34,13.4920634920635,"window_714031","1842",92493554,92536655,43102,"-",0,"overlapStart",0,"ECM2","extracellular matrix protein 2"
"window_714238","chr9",93050000,93060000,10001,"*",34,13.4920634920635,"window_714238","203328",93058688,93085133,26446,"+",0,"overlapStart",0,"SUSD3","sushi domain containing 3"
"window_715460","chr9",96105000,96115000,10001,"*",34,13.4920634920635,"window_715460","158434",96105741,96116411,10671,"-",0,"overlapEnd",1410,"LOC158434","uncharacterized LOC158434"
"window_715666","chr9",96620000,96630000,10001,"*",34,13.4920634920635,"window_715666","8555",96490241,96619843,129603,"-",156,"upstream",156,"CDC14B","cell division cycle 14B"
"window_715821","chr9",97007500,97017500,10001,"*",34,13.4920634920635,"window_715821","84278",96887373,97013708,126336,"-",0,"overlapStart",0,"MFSD14C","major facilitator superfamily domain containing 14C"
"window_715822","chr9",97010000,97020000,10001,"*",34,13.4920634920635,"window_715822","84278",96887373,97013708,126336,"-",0,"overlapStart",0,"MFSD14C","major facilitator superfamily domain containing 14C"
"window_715830","chr9",97030000,97040000,10001,"*",34,13.4920634920635,"window_715830","1515",97029677,97039643,9967,"-",0,"overlapStart",0,"CTSV","cathepsin V"
"window_719227","chr9",105522500,105532500,10001,"*",34,13.4920634920635,"window_719227","26134",105520128,105526359,6232,"+",0,"overlapEnd",2371,"RALGAPA1P1","RALGAPA1 pseudogene 1"
"window_720637","chr9",109047500,109057500,10001,"*",34,13.4920634920635,"window_720637","407036",109046229,109046298,70,"-",1201,"upstream",1201,"MIR32","microRNA 32"
"window_722119","chr9",112752500,112762500,10001,"*",34,13.4920634920635,"window_722119","401548",112750760,112881671,130912,"+",0,"inside",1739,"SNX30","sorting nexin family member 30"
"window_722350","chr9",113330000,113340000,10001,"*",34,13.4920634920635,"window_722350","114987",113313222,113340298,27077,"-",0,"inside",297,"WDR31","WD repeat domain 31"
"window_722646","chr9",114070000,114080000,10001,"*",34,13.4920634920635,"window_722646","259",114060127,114078328,18202,"-",0,"overlapStart",0,"AMBP","alpha-1-microglobulin/bikunin precursor"
"window_725882","chr9",122160000,122170000,10001,"*",34,13.4920634920635,"window_725882","4702",122144058,122159779,15722,"-",220,"upstream",220,"NDUFA8","NADH:ubiquinone oxidoreductase subunit A8"
"window_725882.1","chr9",122160000,122170000,10001,"*",34,13.4920634920635,"window_725882","254956",122159908,122200088,40181,"+",0,"inside",91,"MORN5","MORN repeat containing 5"
"window_725911","chr9",122232500,122242500,10001,"*",34,13.4920634920635,"window_725911","26468",122202577,122229626,27050,"-",2873,"upstream",2873,"LHX6","LIM homeobox 6"
"window_726615","chr9",123992500,124002500,10001,"*",34,13.4920634920635,"window_726615","9355",124001670,124033301,31632,"+",0,"overlapStart",0,"LHX2","LIM homeobox 2"
"window_731047","chr9",135072500,135082500,10001,"*",34,13.4920634920635,"window_731047","10439",135075422,135121179,45758,"+",0,"overlapStart",0,"OLFM1","olfactomedin 1"
"window_732496","chr11",300000,310000,10001,"*",34,13.4920634920635,"window_732496","387733",298200,299526,1327,"-",473,"upstream",473,"IFITM5","interferon induced transmembrane protein 5"
"window_732496.1","chr11",300000,310000,10001,"*",34,13.4920634920635,"window_732496","10581",307631,309395,1765,"+",0,"includeFeature",0,"IFITM2","interferon induced transmembrane protein 2"
"window_732496.2","chr11",300000,310000,10001,"*",34,13.4920634920635,"window_732496","8519",308408,315272,6865,"+",0,"overlapStart",0,"IFITM1","interferon induced transmembrane protein 1"
"window_732973","chr11",1492500,1502500,10001,"*",34,13.4920634920635,"window_732973","81532",1469457,1501247,31791,"-",0,"overlapStart",0,"MOB2","MOB kinase activator 2"
"window_733082","chr11",1765000,1775000,10001,"*",34,13.4920634920635,"window_733082","1509",1734821,1764573,29753,"-",426,"upstream",426,"CTSD","cathepsin D"
"window_733105","chr11",1822500,1832500,10001,"*",34,13.4920634920635,"window_733105","90019",1828307,1837521,9215,"+",0,"overlapStart",0,"SYT8","synaptotagmin 8"
"window_733107","chr11",1827500,1837500,10001,"*",34,13.4920634920635,"window_733107","90019",1828307,1837521,9215,"+",0,"overlapStart",0,"SYT8","synaptotagmin 8"
"window_733107.1","chr11",1827500,1837500,10001,"*",34,13.4920634920635,"window_733107","7136",1838981,1841680,2700,"+",1480,"upstream",1480,"TNNI2","troponin I2, fast skeletal type"
"window_733109","chr11",1832500,1842500,10001,"*",34,13.4920634920635,"window_733109","7136",1838981,1841680,2700,"+",0,"includeFeature",0,"TNNI2","troponin I2, fast skeletal type"
"window_734532","chr11",5390000,5400000,10001,"*",34,13.4920634920635,"window_734532","390059",5389377,5390434,1058,"+",0,"overlapEnd",622,"OR51M1","olfactory receptor family 51 subfamily M member 1"
"window_734532.1","chr11",5390000,5400000,10001,"*",34,13.4920634920635,"window_734532","79470",5402597,5403547,951,"+",2596,"upstream",2596,"OR51J1","olfactory receptor family 51 subfamily J member 1"
"window_735563","chr11",7967500,7977500,10001,"*",34,13.4920634920635,"window_735563","8665",7970251,8001862,31612,"+",0,"overlapStart",0,"EIF3F","eukaryotic translation initiation factor 3 subunit F"
"window_738339","chr11",14907500,14917500,10001,"*",34,13.4920634920635,"window_738339","797",14904997,15082342,177346,"+",0,"inside",2502,"CALCB","calcitonin related polypeptide beta"
"window_739363","chr11",17467500,17477500,10001,"*",34,13.4920634920635,"window_739363","6833",17392498,17476879,84382,"-",0,"overlapStart",0,"ABCC8","ATP binding cassette subfamily C member 8"
"window_739366","chr11",17475000,17485000,10001,"*",34,13.4920634920635,"window_739366","6833",17392498,17476879,84382,"-",0,"overlapStart",0,"ABCC8","ATP binding cassette subfamily C member 8"
"window_749682","chr11",43265000,43275000,10001,"*",34,13.4920634920635,"window_749682","399881",43120762,43269393,148632,"-",0,"overlapStart",0,"HNRNPKP3","heterogeneous nuclear ribonucleoprotein K pseudogene 3"
"window_750413","chr11",45092500,45102500,10001,"*",34,13.4920634920635,"window_750413","56981",45095806,45235110,139305,"+",0,"overlapStart",0,"PRDM11","PR/SET domain 11"
"window_751139","chr11",46907500,46917500,10001,"*",34,13.4920634920635,"window_751139","4038",46856717,46918642,61926,"-",0,"inside",1141,"LRP4","LDL receptor related protein 4"
"window_751146","chr11",46925000,46935000,10001,"*",34,13.4920634920635,"window_751146","79096",46936689,47164385,227697,"+",1688,"upstream",1688,"C11orf49","chromosome 11 open reading frame 49"
"window_755031","chr11",56637500,56647500,10001,"*",34,13.4920634920635,"window_755031","338675",56641466,56642471,1006,"-",0,"includeFeature",0,"OR5AP2","olfactory receptor family 5 subfamily AP member 2"
"window_755032","chr11",56640000,56650000,10001,"*",34,13.4920634920635,"window_755032","338675",56641466,56642471,1006,"-",0,"includeFeature",0,"OR5AP2","olfactory receptor family 5 subfamily AP member 2"
"window_755033","chr11",56642500,56652500,10001,"*",34,13.4920634920635,"window_755033","338675",56641466,56642471,1006,"-",28,"upstream",28,"OR5AP2","olfactory receptor family 5 subfamily AP member 2"
"window_755269","chr11",57232500,57242500,10001,"*",34,13.4920634920635,"window_755269","187",57233577,57237314,3738,"-",0,"includeFeature",0,"APLNR","apelin receptor"
"window_755327","chr11",57377500,57387500,10001,"*",34,13.4920634920635,"window_755327","10394",57376769,57381150,4382,"-",0,"overlapStart",0,"PRG3","proteoglycan 3, pro eosinophil major basic protein 2"
"window_755583","chr11",58017500,58027500,10001,"*",34,13.4920634920635,"window_755583","219956",58023881,58181616,157736,"+",0,"overlapStart",0,"OR9Q1","olfactory receptor family 9 subfamily Q member 1"
"window_755584","chr11",58020000,58030000,10001,"*",34,13.4920634920635,"window_755584","219956",58023881,58181616,157736,"+",0,"overlapStart",0,"OR9Q1","olfactory receptor family 9 subfamily Q member 1"
"window_755584.1","chr11",58020000,58030000,10001,"*",34,13.4920634920635,"window_755584","219952",58030930,58031931,1002,"+",929,"upstream",929,"OR6Q1","olfactory receptor family 6 subfamily Q member 1"
"window_755585","chr11",58022500,58032500,10001,"*",34,13.4920634920635,"window_755585","219956",58023881,58181616,157736,"+",0,"overlapStart",0,"OR9Q1","olfactory receptor family 9 subfamily Q member 1"
"window_755585.1","chr11",58022500,58032500,10001,"*",34,13.4920634920635,"window_755585","219952",58030930,58031931,1002,"+",0,"includeFeature",0,"OR6Q1","olfactory receptor family 6 subfamily Q member 1"
"window_755656","chr11",58200000,58210000,10001,"*",34,13.4920634920635,"window_755656","219958",58203202,58204181,980,"-",0,"includeFeature",0,"OR1S2","olfactory receptor family 1 subfamily S member 2"
"window_755657","chr11",58202500,58212500,10001,"*",34,13.4920634920635,"window_755657","219958",58203202,58204181,980,"-",0,"includeFeature",0,"OR1S2","olfactory receptor family 1 subfamily S member 2"
"window_755657.1","chr11",58202500,58212500,10001,"*",34,13.4920634920635,"window_755657","219959",58214745,58215722,978,"+",2244,"upstream",2244,"OR1S1","olfactory receptor family 1 subfamily S member 1"
"window_755658","chr11",58205000,58215000,10001,"*",34,13.4920634920635,"window_755658","219958",58203202,58204181,980,"-",818,"upstream",818,"OR1S2","olfactory receptor family 1 subfamily S member 2"
"window_755658.1","chr11",58205000,58215000,10001,"*",34,13.4920634920635,"window_755658","219959",58214745,58215722,978,"+",0,"overlapStart",0,"OR1S1","olfactory receptor family 1 subfamily S member 1"
"window_757309","chr11",62332500,62342500,10001,"*",34,13.4920634920635,"window_757309","80150",62337448,62393412,55965,"+",0,"overlapStart",0,"ASRGL1","asparaginase and isoaspartyl peptidase 1"
"window_758195","chr11",64547500,64557500,10001,"*",34,13.4920634920635,"window_758195","55867",64555690,64572875,17186,"+",0,"overlapStart",0,"SLC22A11","solute carrier family 22 member 11"
"window_758439","chr11",65157500,65167500,10001,"*",34,13.4920634920635,"window_758439","387778",65170154,65173244,3091,"+",2653,"upstream",2653,"SPDYC","speedy/RINGO cell cycle regulator family member C"
"window_759697","chr11",68302500,68312500,10001,"*",34,13.4920634920635,"window_759697","4041",68312591,68449275,136685,"+",90,"upstream",90,"LRP5","LDL receptor related protein 5"
"window_759978","chr11",69005000,69015000,10001,"*",34,13.4920634920635,"window_759978","101928200",69012283,69018447,6165,"+",0,"overlapStart",0,"MRGPRF-AS1","MRGPRF antisense RNA 1"
"window_759978.1","chr11",69005000,69015000,10001,"*",34,13.4920634920635,"window_759978","116535",69004395,69013382,8988,"-",0,"overlapStart",0,"MRGPRF","MAS related GPR family member F"
"window_760405","chr11",70072500,70082500,10001,"*",34,13.4920634920635,"window_760405","100009613",70072434,70075433,3000,"-",0,"overlapStart",0,"LINC02584","long intergenic non-protein coding RNA 2584"
"window_760405.1","chr11",70072500,70082500,10001,"*",34,13.4920634920635,"window_760405","55107",70078302,70189528,111227,"+",0,"overlapStart",0,"ANO1","anoctamin 1"
"window_760406","chr11",70075000,70085000,10001,"*",34,13.4920634920635,"window_760406","100009613",70072434,70075433,3000,"-",0,"overlapStart",0,"LINC02584","long intergenic non-protein coding RNA 2584"
"window_760406.1","chr11",70075000,70085000,10001,"*",34,13.4920634920635,"window_760406","55107",70078302,70189528,111227,"+",0,"overlapStart",0,"ANO1","anoctamin 1"
"window_760873","chr11",71242500,71252500,10001,"*",34,13.4920634920635,"window_760873","22941",70467856,71252577,784722,"-",0,"inside",76,"SHANK2","SH3 and multiple ankyrin repeat domains 2"
"window_760874","chr11",71245000,71255000,10001,"*",34,13.4920634920635,"window_760874","22941",70467856,71252577,784722,"-",0,"overlapStart",0,"SHANK2","SH3 and multiple ankyrin repeat domains 2"
"window_760944","chr11",71420000,71430000,10001,"*",34,13.4920634920635,"window_760944","399923",71405746,71423423,17678,"-",0,"overlapStart",0,"ACTE1P","actin epsilon 1, pseudogene"
"window_762096","chr11",74300000,74310000,10001,"*",34,13.4920634920635,"window_762096","101928580",74311362,74324705,13344,"+",1361,"upstream",1361,"P4HA3-AS1","P4HA3 antisense RNA 1"
"window_762096.1","chr11",74300000,74310000,10001,"*",34,13.4920634920635,"window_762096","283208",74247487,74311640,64154,"-",0,"inside",1639,"P4HA3","prolyl 4-hydroxylase subunit alpha 3"
"window_762097","chr11",74302500,74312500,10001,"*",34,13.4920634920635,"window_762097","101928580",74311362,74324705,13344,"+",0,"overlapStart",0,"P4HA3-AS1","P4HA3 antisense RNA 1"
"window_762097.1","chr11",74302500,74312500,10001,"*",34,13.4920634920635,"window_762097","283208",74247487,74311640,64154,"-",0,"overlapStart",0,"P4HA3","prolyl 4-hydroxylase subunit alpha 3"
"window_762161","chr11",74462500,74472500,10001,"*",34,13.4920634920635,"window_762161","10008",74454841,74467729,12889,"-",0,"overlapStart",0,"KCNE3","potassium voltage-gated channel subfamily E regulatory subunit 3"
"window_762162","chr11",74465000,74475000,10001,"*",34,13.4920634920635,"window_762162","10008",74454841,74467729,12889,"-",0,"overlapStart",0,"KCNE3","potassium voltage-gated channel subfamily E regulatory subunit 3"
"window_762163","chr11",74467500,74477500,10001,"*",34,13.4920634920635,"window_762163","10008",74454841,74467729,12889,"-",0,"overlapStart",0,"KCNE3","potassium voltage-gated channel subfamily E regulatory subunit 3"
"window_762164","chr11",74470000,74480000,10001,"*",34,13.4920634920635,"window_762164","10008",74454841,74467729,12889,"-",2270,"upstream",2270,"KCNE3","potassium voltage-gated channel subfamily E regulatory subunit 3"
"window_762610","chr11",75585000,75595000,10001,"*",34,13.4920634920635,"window_762610","105369391",75583196,75594665,11470,"+",0,"overlapEnd",1803,"LOC105369391","uncharacterized LOC105369391"
"window_762679","chr11",75757500,75767500,10001,"*",34,13.4920634920635,"window_762679","84649",75759512,75801535,42024,"+",0,"overlapStart",0,"DGAT2","diacylglycerol O-acyltransferase 2"
"window_762679.1","chr11",75757500,75767500,10001,"*",34,13.4920634920635,"window_762679","283214",75758455,75768647,10193,"-",0,"overlapEnd",1146,"LOC283214","uncharacterized LOC283214"
"window_763598","chr11",78055000,78065000,10001,"*",34,13.4920634920635,"window_763598","7069",78063861,78068351,4491,"+",0,"overlapStart",0,"THRSP","thyroid hormone responsive"
"window_767043","chr11",86667500,86677500,10001,"*",34,13.4920634920635,"window_767043","10873",86441108,86672636,231529,"-",0,"overlapStart",0,"ME3","malic enzyme 3"
"window_768595","chr11",90547500,90557500,10001,"*",34,13.4920634920635,"window_768595","100616186",90555774,90555857,84,"-",0,"includeFeature",0,"MIR4490","microRNA 4490"
"window_772649","chr11",100682500,100692500,10001,"*",34,13.4920634920635,"window_772649","143872",100687288,100993941,306654,"+",0,"overlapStart",0,"ARHGAP42","Rho GTPase activating protein 42"
"window_772649.1","chr11",100682500,100692500,10001,"*",34,13.4920634920635,"window_772649","100128386",100684162,100687955,3794,"-",0,"includeFeature",0,"ARHGAP42-AS1","ARHGAP42 antisense RNA 1"
"window_773304","chr11",102320000,102330000,10001,"*",34,13.4920634920635,"window_773304","330",102317450,102339403,21954,"+",0,"inside",2549,"BIRC3","baculoviral IAP repeat containing 3"
"window_776989","chr11",111532500,111542500,10001,"*",34,13.4920634920635,"window_776989","143903",111540280,111561745,21466,"+",0,"overlapStart",0,"LAYN","layilin"
"window_777148","chr11",111930000,111940000,10001,"*",34,13.4920634920635,"window_777148","85458",111927144,112022653,95510,"+",0,"inside",2855,"DIXDC1","DIX domain containing 1"
"window_777962","chr11",113965000,113975000,10001,"*",34,13.4920634920635,"window_777962","3359",113974881,113990313,15433,"+",0,"overlapStart",0,"HTR3A","5-hydroxytryptamine receptor 3A"
"window_777996","chr11",114050000,114060000,10001,"*",34,13.4920634920635,"window_777996","7704",114059711,114256765,197055,"+",0,"overlapStart",0,"ZBTB16","zinc finger and BTB domain containing 16"
"window_779636","chr11",118150000,118160000,10001,"*",34,13.4920634920635,"window_779636","6330",118133377,118152888,19512,"-",0,"overlapStart",0,"SCN4B","sodium voltage-gated channel beta subunit 4"
"window_779675","chr11",118247500,118257500,10001,"*",34,13.4920634920635,"window_779675","196264",118226690,118252365,25676,"-",0,"overlapStart",0,"MPZL3","myelin protein zero like 3"
"window_779925","chr11",118872500,118882500,10001,"*",34,13.4920634920635,"window_779925","643",118883892,118897787,13896,"+",1391,"upstream",1391,"CXCR5","C-X-C motif chemokine receptor 5"
"window_780114","chr11",119345000,119355000,10001,"*",34,13.4920634920635,"window_780114","114902",119338942,119346705,7764,"-",0,"overlapStart",0,"C1QTNF5","C1q and TNF related 5"
"window_781231","chr11",122137500,122147500,10001,"*",34,13.4920634920635,"window_781231","406882",122146522,122146593,72,"-",0,"includeFeature",0,"MIRLET7A2","microRNA let-7a-2"
"window_781233","chr11",122142500,122152500,10001,"*",34,13.4920634920635,"window_781233","406882",122146522,122146593,72,"-",0,"includeFeature",0,"MIRLET7A2","microRNA let-7a-2"
"window_781233.1","chr11",122142500,122152500,10001,"*",34,13.4920634920635,"window_781233","406892",122152229,122152308,80,"-",0,"includeFeature",0,"MIR100","microRNA 100"
"window_787217","chr10",2015000,2025000,10001,"*",34,13.4920634920635,"window_787217","282980",1989076,2015005,25930,"-",0,"overlapStart",0,"LINC00700","long intergenic non-protein coding RNA 700"
"window_788660","chr10",5622500,5632500,10001,"*",34,13.4920634920635,"window_788660","105376382",5594984,5632435,37452,"-",0,"overlapStart",0,"LASTR","lncRNA associated with SART3 regulation of splicing"
"window_788663","chr10",5630000,5640000,10001,"*",34,13.4920634920635,"window_788663","105376382",5594984,5632435,37452,"-",0,"overlapStart",0,"LASTR","lncRNA associated with SART3 regulation of splicing"
"window_789120","chr10",6772500,6782500,10001,"*",34,13.4920634920635,"window_789120","100652997",6774307,6779180,4874,"-",0,"includeFeature",0,"LINC00706","long intergenic non-protein coding RNA 706"
"window_789719","chr10",8270000,8280000,10001,"*",34,13.4920634920635,"window_789719","100507143",8259331,8268342,9012,"-",1657,"upstream",1657,"LINC00708","long intergenic non-protein coding RNA 708"
"window_791651","chr10",13100000,13110000,10001,"*",34,13.4920634920635,"window_791651","10133",13099449,13138308,38860,"+",0,"inside",550,"OPTN","optineurin"
"window_791651.1","chr10",13100000,13110000,10001,"*",34,13.4920634920635,"window_791651","83643",12896625,13099652,203028,"-",347,"upstream",347,"CCDC3","coiled-coil domain containing 3"
"window_792395","chr10",14960000,14970000,10001,"*",34,13.4920634920635,"window_792395","644890",14959388,14988050,28663,"+",0,"inside",611,"MEIG1","meiosis/spermiogenesis associated 1"
"window_792443","chr10",15080000,15090000,10001,"*",34,13.4920634920635,"window_792443","414149",15075475,15088776,13302,"-",0,"overlapStart",0,"ACBD7","acyl-CoA binding domain containing 7"
"window_793388","chr10",17442500,17452500,10001,"*",34,13.4920634920635,"window_793388","338596",17315421,17454595,139175,"-",0,"inside",2094,"ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"window_793390","chr10",17447500,17457500,10001,"*",34,13.4920634920635,"window_793390","338596",17315421,17454595,139175,"-",0,"overlapStart",0,"ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"window_794877","chr10",21165000,21175000,10001,"*",34,13.4920634920635,"window_794877","100128511",21174014,21175048,1035,"+",0,"overlapStart",0,"NEBL-AS1","NEBL antisense RNA 1"
"window_794877.1","chr10",21165000,21175000,10001,"*",34,13.4920634920635,"window_794877","10529",20779973,21174187,394215,"-",0,"overlapStart",0,"NEBL","nebulette"
"window_794878","chr10",21167500,21177500,10001,"*",34,13.4920634920635,"window_794878","100128511",21174014,21175048,1035,"+",0,"includeFeature",0,"NEBL-AS1","NEBL antisense RNA 1"
"window_794878.1","chr10",21167500,21177500,10001,"*",34,13.4920634920635,"window_794878","10529",20779973,21174187,394215,"-",0,"overlapStart",0,"NEBL","nebulette"
"window_794879","chr10",21170000,21180000,10001,"*",34,13.4920634920635,"window_794879","100128511",21174014,21175048,1035,"+",0,"includeFeature",0,"NEBL-AS1","NEBL antisense RNA 1"
"window_794879.1","chr10",21170000,21180000,10001,"*",34,13.4920634920635,"window_794879","10529",20779973,21174187,394215,"-",0,"overlapStart",0,"NEBL","nebulette"
"window_797904","chr10",28732500,28742500,10001,"*",34,13.4920634920635,"window_797904","101929218",28743506,28941910,198405,"+",1005,"upstream",1005,"LINC01517","long intergenic non-protein coding RNA 1517"
"window_800509","chr10",35245000,35255000,10001,"*",34,13.4920634920635,"window_800509","219771",35247025,35572669,325645,"+",0,"overlapStart",0,"CCNY","cyclin Y"
"window_801452","chr10",37602500,37612500,10001,"*",34,13.4920634920635,"window_801452","100288485",37601440,37602974,1535,"-",0,"overlapStart",0,"MTRNR2L7","MT-RNR2 like 7"
"window_803713","chr10",43255000,43265000,10001,"*",34,13.4920634920635,"window_803713","221002",43194535,43266919,72385,"-",0,"inside",1918,"RASGEF1A","RasGEF domain family member 1A"
"window_806084","chr10",49182500,49192500,10001,"*",34,13.4920634920635,"window_806084","170371",49154725,49188585,33861,"-",0,"overlapStart",0,"TMEM273","transmembrane protein 273"
"window_806085","chr10",49185000,49195000,10001,"*",34,13.4920634920635,"window_806085","170371",49154725,49188585,33861,"-",0,"overlapStart",0,"TMEM273","transmembrane protein 273"
"window_806169","chr10",49395000,49405000,10001,"*",34,13.4920634920635,"window_806169","644168",49364181,49396016,31836,"-",0,"overlapStart",0,"DRGX","dorsal root ganglia homeobox"
"window_806278","chr10",49667500,49677500,10001,"*",34,13.4920634920635,"window_806278","282966",49679651,49710261,30611,"+",2150,"upstream",2150,"C10orf53","chromosome 10 open reading frame 53"
"window_810009","chr10",58995000,59005000,10001,"*",34,13.4920634920635,"window_810009","100507008",58999482,59066396,66915,"+",0,"overlapStart",0,"LINC00844","long intergenic non-protein coding RNA 844"
"window_810010","chr10",58997500,59007500,10001,"*",34,13.4920634920635,"window_810010","100507008",58999482,59066396,66915,"+",0,"overlapStart",0,"LINC00844","long intergenic non-protein coding RNA 844"
"window_811314","chr10",62257500,62267500,10001,"*",34,13.4920634920635,"window_811314","219790",62183035,62268844,85810,"-",0,"inside",1343,"RTKN2","rhotekin 2"
"window_814721","chr10",70775000,70785000,10001,"*",34,13.4920634920635,"window_814721","219793",70771239,70785401,14163,"-",0,"inside",400,"TBATA","thymus, brain and testes associated"
"window_815864","chr10",73632500,73642500,10001,"*",34,13.4920634920635,"window_815864","58529",73631612,73641474,9863,"-",0,"overlapStart",0,"MYOZ1","myozenin 1"
"window_816449","chr10",75095000,75105000,10001,"*",34,13.4920634920635,"window_816449","142891",75099586,75182123,82538,"+",0,"overlapStart",0,"SAMD8","sterile alpha motif domain containing 8"
