"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_200342","chr3",9700000,9710000,10001,"*",117,46.4285714285714,"window_200342","151835",9703826,9729908,26083,"+",0,"overlapStart",0,"CPNE9","copine family member 9"
"window_200443","chr3",9952500,9962500,10001,"*",117,46.4285714285714,"window_200443","285368",9945542,9952408,6867,"-",91,"upstream",91,"PRRT3","proline rich transmembrane protein 3"
"window_200444","chr3",9955000,9965000,10001,"*",117,46.4285714285714,"window_200444","285368",9945542,9952408,6867,"-",2591,"upstream",2591,"PRRT3","proline rich transmembrane protein 3"
"window_200575","chr3",10282500,10292500,10001,"*",117,46.4285714285714,"window_200575","84657",10284419,10285746,1328,"+",0,"includeFeature",0,"LINC00852","long intergenic non-protein coding RNA 852"
"window_200575.1","chr3",10282500,10292500,10001,"*",117,46.4285714285714,"window_200575","100126793",10285754,10294903,9150,"+",0,"overlapStart",0,"GHRLOS","ghrelin opposite strand/antisense RNA"
"window_200575.2","chr3",10282500,10292500,10001,"*",117,46.4285714285714,"window_200575","51738",10285666,10292947,7282,"-",0,"overlapEnd",446,"GHRL","ghrelin and obestatin prepropeptide"
"window_202964","chr3",16255000,16265000,10001,"*",117,46.4285714285714,"window_202964","285381",16257061,16264969,7909,"-",0,"includeFeature",0,"DPH3","diphthamide biosynthesis 3"
"window_202964.1","chr3",16255000,16265000,10001,"*",117,46.4285714285714,"window_202964","92106",16265160,16350299,85140,"+",159,"upstream",159,"OXNAD1","oxidoreductase NAD binding domain containing 1"
"window_204438","chr3",19940000,19950000,10001,"*",117,46.4285714285714,"window_204438","151651",19879472,19947025,67554,"-",0,"overlapStart",0,"EFHB","EF-hand domain family member B"
"window_204438.1","chr3",19940000,19950000,10001,"*",117,46.4285714285714,"window_204438","5868",19947097,19985175,38079,"+",0,"overlapStart",0,"RAB5A","RAB5A, member RAS oncogene family"
"window_213935","chr3",43682500,43692500,10001,"*",117,46.4285714285714,"window_213935","51099",43690108,43734371,44264,"+",0,"overlapStart",0,"ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"window_213935.1","chr3",43682500,43692500,10001,"*",117,46.4285714285714,"window_213935","55129",43365848,43691594,325747,"-",0,"overlapStart",0,"ANO10","anoctamin 10"
"window_215464","chr3",47505000,47515000,10001,"*",117,46.4285714285714,"window_215464","54859",47495640,47513712,18073,"-",0,"overlapStart",0,"ELP6","elongator acetyltransferase complex subunit 6"
"window_215581","chr3",47797500,47807500,10001,"*",117,46.4285714285714,"window_215581","22907",47802909,47850195,47287,"+",0,"overlapStart",0,"DHX30","DExH-box helicase 30"
"window_215909","chr3",48617500,48627500,10001,"*",117,46.4285714285714,"window_215909","440955",48620759,48621769,1011,"-",0,"includeFeature",0,"TMEM89","transmembrane protein 89"
"window_216499","chr3",50092500,50102500,10001,"*",117,46.4285714285714,"window_216499","100775107",50099603,50100988,1386,"-",0,"includeFeature",0,"RBM5-AS1","RBM5 antisense RNA 1"
"window_217143","chr3",51702500,51712500,10001,"*",117,46.4285714285714,"window_217143","2912",51707068,51718613,11546,"+",0,"overlapStart",0,"GRM2","glutamate metabotropic receptor 2"
"window_219135","chr3",56682500,56692500,10001,"*",117,46.4285714285714,"window_219135","23272",56620133,56683237,63105,"-",0,"overlapStart",0,"TASOR","transcription activation suppressor"
"window_219833","chr3",58427500,58437500,10001,"*",117,46.4285714285714,"window_219833","5162",58427630,58433857,6228,"-",0,"includeFeature",0,"PDHB","pyruvate dehydrogenase E1 subunit beta"
"window_248125","chr3",129157500,129167500,10001,"*",117,46.4285714285714,"window_248125","100534599",129087575,129161036,73462,"-",0,"overlapStart",0,"ISY1-RAB43","ISY1-RAB43 readthrough"
"window_248125.1","chr3",129157500,129167500,10001,"*",117,46.4285714285714,"window_248125","57461",129127415,129161293,33879,"-",0,"overlapStart",0,"ISY1","ISY1 splicing factor homolog"
"window_256446","chr3",149960000,149970000,10001,"*",117,46.4285714285714,"window_256446","389161",149761100,149968385,207286,"-",0,"overlapStart",0,"ANKUB1","ankyrin repeat and ubiquitin domain containing 1"
"window_260369","chr3",159767500,159777500,10001,"*",117,46.4285714285714,"window_260369","100874433",159765387,159768612,3226,"-",0,"overlapStart",0,"IQCJ-SCHIP1-AS1","IQCJ-SCHIP1 readthrough antisense RNA 1"
"window_263554","chr3",167730000,167740000,10001,"*",117,46.4285714285714,"window_263554","11235",167683298,167734939,51642,"-",0,"overlapStart",0,"PDCD10","programmed cell death 10"
"window_263554.1","chr3",167730000,167740000,10001,"*",117,46.4285714285714,"window_263554","5274",167735243,167825568,90326,"+",0,"overlapStart",0,"SERPINI1","serpin family I member 1"
"window_271723","chr3",188152500,188162500,10001,"*",117,46.4285714285714,"window_271723","4026",188153284,188890671,737388,"+",0,"overlapStart",0,"LPP","LIM domain containing preferred translocation partner in lipoma"
"window_271723.1","chr3",188152500,188162500,10001,"*",117,46.4285714285714,"window_271723","339929",188151206,188154057,2852,"-",0,"overlapStart",0,"LPP-AS2","LPP antisense RNA 2"
"window_275378","chr3",197290000,197300000,10001,"*",117,46.4285714285714,"window_275378","100616216",197293878,197293948,71,"-",0,"includeFeature",0,"MIR4797","microRNA 4797"
"window_275378.1","chr3",197290000,197300000,10001,"*",117,46.4285714285714,"window_275378","100507086",197298252,197303755,5504,"+",0,"overlapStart",0,"DLG1-AS1","DLG1 antisense RNA 1"
"window_275378.2","chr3",197290000,197300000,10001,"*",117,46.4285714285714,"window_275378","1739",197042560,197299330,256771,"-",0,"overlapStart",0,"DLG1","discs large MAGUK scaffold protein 1"
"window_275380","chr3",197295000,197305000,10001,"*",117,46.4285714285714,"window_275380","100616216",197293878,197293948,71,"-",1051,"upstream",1051,"MIR4797","microRNA 4797"
"window_275380.1","chr3",197295000,197305000,10001,"*",117,46.4285714285714,"window_275380","100507086",197298252,197303755,5504,"+",0,"includeFeature",0,"DLG1-AS1","DLG1 antisense RNA 1"
"window_275380.2","chr3",197295000,197305000,10001,"*",117,46.4285714285714,"window_275380","1739",197042560,197299330,256771,"-",0,"overlapStart",0,"DLG1","discs large MAGUK scaffold protein 1"
"window_275381","chr3",197297500,197307500,10001,"*",117,46.4285714285714,"window_275381","100507086",197298252,197303755,5504,"+",0,"includeFeature",0,"DLG1-AS1","DLG1 antisense RNA 1"
"window_275381.1","chr3",197297500,197307500,10001,"*",117,46.4285714285714,"window_275381","1739",197042560,197299330,256771,"-",0,"overlapStart",0,"DLG1","discs large MAGUK scaffold protein 1"
"window_276063","chr4",705000,715000,10001,"*",117,46.4285714285714,"window_276063","10336",705748,770640,64893,"+",0,"overlapStart",0,"PCGF3","polycomb group ring finger 3"
"window_276266","chr4",1212500,1222500,10001,"*",117,46.4285714285714,"window_276266","285463",1210120,1218591,8472,"+",0,"overlapEnd",2379,"CTBP1-AS","CTBP1 antisense RNA"
"window_278449","chr4",6670000,6680000,10001,"*",117,46.4285714285714,"window_278449","105374366",6648695,6673965,25271,"-",0,"overlapStart",0,"LINC02482","long intergenic non-protein coding RNA 2482"
"window_278450","chr4",6672500,6682500,10001,"*",117,46.4285714285714,"window_278450","105374366",6648695,6673965,25271,"-",0,"overlapStart",0,"LINC02482","long intergenic non-protein coding RNA 2482"
"window_282827","chr4",17615000,17625000,10001,"*",117,46.4285714285714,"window_282827","80306",17614641,17634105,19465,"+",0,"inside",358,"MED28","mediator complex subunit 28"
"window_298363","chr4",56455000,56465000,10001,"*",117,46.4285714285714,"window_298363","6731",56467617,56503681,36065,"+",2616,"upstream",2616,"SRP72","signal recognition particle 72"
"window_298383","chr4",56505000,56515000,10001,"*",117,46.4285714285714,"window_298383","132946",56505209,56525481,20273,"+",0,"overlapStart",0,"ARL9","ADP ribosylation factor like GTPase 9"
"window_306640","chr4",77147500,77157500,10001,"*",117,46.4285714285714,"window_306640","901",77157207,77433388,276182,"+",0,"overlapStart",0,"CCNG2","cyclin G2"
"window_307292","chr4",78777500,78787500,10001,"*",117,46.4285714285714,"window_307292","55589",78776342,78916372,140031,"+",0,"inside",1157,"BMP2K","BMP2 inducible kinase"
"window_318908","chr4",107817500,107827500,10001,"*",117,46.4285714285714,"window_318908","166929",107824563,107915047,90485,"+",0,"overlapStart",0,"SGMS2","sphingomyelin synthase 2"
"window_318909","chr4",107820000,107830000,10001,"*",117,46.4285714285714,"window_318909","166929",107824563,107915047,90485,"+",0,"overlapStart",0,"SGMS2","sphingomyelin synthase 2"
"window_354033","chr5",5415000,5425000,10001,"*",117,46.4285714285714,"window_354033","23379",5420664,5490220,69557,"+",0,"overlapStart",0,"ICE1","interactor of little elongation complex ELL subunit 1"
"window_364737","chr5",32175000,32185000,10001,"*",117,46.4285714285714,"window_364737","64083",32124716,32174319,49604,"-",680,"upstream",680,"GOLPH3","golgi phosphoprotein 3"
"window_364788","chr5",32302500,32312500,10001,"*",117,46.4285714285714,"window_364788","54545",32226994,32312987,85994,"-",0,"inside",486,"MTMR12","myotubularin related protein 12"
"window_365541","chr5",34185000,34195000,10001,"*",117,46.4285714285714,"window_365541","646652",34190056,34193653,3598,"+",0,"includeFeature",0,"LOC646652","integral membrane glycoprotein-like pseudogene"
"window_365829","chr5",34905000,34915000,10001,"*",117,46.4285714285714,"window_365829","55299",34915677,34925996,10320,"+",676,"upstream",676,"BRIX1","biogenesis of ribosomes BRX1"
"window_366812","chr5",37362500,37372500,10001,"*",117,46.4285714285714,"window_366812","9631",37288137,37371106,82970,"-",0,"overlapStart",0,"NUP155","nucleoporin 155"
"window_374736","chr5",57172500,57182500,10001,"*",117,46.4285714285714,"window_374736","65056",57173948,57264679,90732,"+",0,"overlapStart",0,"GPBP1","GC-rich promoter binding protein 1"
"window_383208","chr5",78352500,78362500,10001,"*",117,46.4285714285714,"window_383208","728769",78342365,78360507,18143,"-",0,"overlapStart",0,"SCAMP1-AS1","SCAMP1 antisense RNA 1"
"window_383208.1","chr5",78352500,78362500,10001,"*",117,46.4285714285714,"window_383208","9522",78360611,78480739,120129,"+",0,"overlapStart",0,"SCAMP1","secretory carrier membrane protein 1"
"window_388416","chr5",91372500,91382500,10001,"*",117,46.4285714285714,"window_388416","100129716",91380349,91548799,168451,"+",0,"overlapStart",0,"ARRDC3-AS1","ARRDC3 antisense RNA 1"
"window_388416.1","chr5",91372500,91382500,10001,"*",117,46.4285714285714,"window_388416","57561",91368631,91383317,14687,"-",0,"inside",816,"ARRDC3","arrestin domain containing 3"
"window_398115","chr5",115620000,115630000,10001,"*",117,46.4285714285714,"window_398115","51014",115613210,115626036,12827,"-",0,"overlapStart",0,"TMED7","transmembrane p24 trafficking protein 7"
"window_398115.1","chr5",115620000,115630000,10001,"*",117,46.4285714285714,"window_398115","100302736",115578642,115632992,54351,"-",0,"inside",2991,"TMED7-TICAM2","TMED7-TICAM2 readthrough"
"window_398201","chr5",115835000,115845000,10001,"*",117,46.4285714285714,"window_398201","1176",115841592,115914081,72490,"+",0,"overlapStart",0,"AP3S1","adaptor related protein complex 3 subunit sigma 1"
"window_398201.1","chr5",115835000,115845000,10001,"*",117,46.4285714285714,"window_398201","9140",115828200,115841837,13638,"-",0,"overlapStart",0,"ATG12","autophagy related 12"
"window_407241","chr5",138435000,138445000,10001,"*",117,46.4285714285714,"window_407241","51308",138439057,138446969,7913,"+",0,"overlapStart",0,"REEP2","receptor accessory protein 2"
"window_407369","chr5",138755000,138765000,10001,"*",117,46.4285714285714,"window_407369","105379194",138744434,138753309,8876,"-",1690,"upstream",1690,"LOC105379194","uncharacterized LOC105379194"
"window_408140","chr5",140682500,140692500,10001,"*",117,46.4285714285714,"window_408140","23438",140691430,140699305,7876,"+",0,"overlapStart",0,"HARS2","histidyl-tRNA synthetase 2, mitochondrial"
"window_408140.1","chr5",140682500,140692500,10001,"*",117,46.4285714285714,"window_408140","3035",140673904,140691537,17634,"-",0,"overlapStart",0,"HARS1","histidyl-tRNA synthetase 1"
"window_412301","chr5",151085000,151095000,10001,"*",117,46.4285714285714,"window_412301","10318",151029945,151093577,63633,"-",0,"overlapStart",0,"TNIP1","TNFAIP3 interacting protein 1"
"window_413644","chr5",154442500,154452500,10001,"*",117,46.4285714285714,"window_413644","386627",154325568,154445850,120283,"-",0,"overlapStart",0,"SAP30L-AS1","SAP30L antisense RNA 1 (head to head)"
"window_413644.1","chr5",154442500,154452500,10001,"*",117,46.4285714285714,"window_413644","79685",154445997,154461053,15057,"+",0,"overlapStart",0,"SAP30L","SAP30 like"
"window_413807","chr5",154850000,154860000,10001,"*",117,46.4285714285714,"window_413807","9337",154857553,154876793,19241,"+",0,"overlapStart",0,"CNOT8","CCR4-NOT transcription complex subunit 8"
"window_413807.1","chr5",154850000,154860000,10001,"*",117,46.4285714285714,"window_413807","10826",154818492,154859252,40761,"-",0,"overlapStart",0,"FAXDC2","fatty acid hydroxylase domain containing 2"
"window_413809","chr5",154855000,154865000,10001,"*",117,46.4285714285714,"window_413809","9337",154857553,154876793,19241,"+",0,"overlapStart",0,"CNOT8","CCR4-NOT transcription complex subunit 8"
"window_413809.1","chr5",154855000,154865000,10001,"*",117,46.4285714285714,"window_413809","10826",154818492,154859252,40761,"-",0,"overlapStart",0,"FAXDC2","fatty acid hydroxylase domain containing 2"
"window_421088","chr5",173052500,173062500,10001,"*",117,46.4285714285714,"window_421088","153222",173056352,173139284,82933,"+",0,"overlapStart",0,"CREBRF","CREB3 regulatory factor"
"window_422446","chr5",176447500,176457500,10001,"*",117,46.4285714285714,"window_422446","23197",176447628,176510074,62447,"+",0,"overlapStart",0,"FAF2","Fas associated factor family member 2"
"window_424207","chr5",180850000,180860000,10001,"*",117,46.4285714285714,"window_424207","643836",180847611,180861285,13675,"-",0,"inside",1284,"ZFP62","ZFP62 zinc finger protein"
"window_424209","chr5",180855000,180865000,10001,"*",117,46.4285714285714,"window_424209","643836",180847611,180861285,13675,"-",0,"overlapStart",0,"ZFP62","ZFP62 zinc finger protein"
"window_425676","chr6",2982500,2992500,10001,"*",117,46.4285714285714,"window_425676","401232",2987967,2991173,3207,"+",0,"includeFeature",0,"LINC01011","long intergenic non-protein coding RNA 1011"
