"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_757517.6","chr11",62852500,62862500,10001,"*",136,53.968253968254,"window_757517","9302",62855292,62855366,75,"-",0,"includeFeature",0,"SNORD26","small nucleolar RNA, C/D box 26"
"window_757517.7","chr11",62852500,62862500,10001,"*",136,53.968253968254,"window_757517","9303",62855564,62855632,69,"-",0,"includeFeature",0,"SNORD25","small nucleolar RNA, C/D box 25"
"window_758297","chr11",64802500,64812500,10001,"*",136,53.968253968254,"window_758297","5871",64784918,64803241,18324,"-",0,"overlapStart",0,"MAP4K2","mitogen-activated protein kinase kinase kinase kinase 2"
"window_758297.1","chr11",64802500,64812500,10001,"*",136,53.968253968254,"window_758297","4221",64803510,64811294,7785,"-",0,"includeFeature",0,"MEN1","menin 1"
"window_758498","chr11",65305000,65315000,10001,"*",136,53.968253968254,"window_758498","10435",65314866,65322417,7552,"+",0,"overlapStart",0,"CDC42EP2","CDC42 effector protein 2"
"window_758772","chr11",65990000,66000000,10001,"*",136,53.968253968254,"window_758772","84285",65996545,66002176,5632,"-",0,"overlapEnd",2175,"EIF1AD","eukaryotic translation initiation factor 1A domain containing"
"window_758772.1","chr11",65990000,66000000,10001,"*",136,53.968253968254,"window_758772","8815",66002228,66004149,1922,"+",2227,"upstream",2227,"BANF1","BAF nuclear assembly factor 1"
"window_758798","chr11",66055000,66065000,10001,"*",136,53.968253968254,"window_758798","10992",66052331,66069308,16978,"+",0,"inside",2668,"SF3B2","splicing factor 3b subunit 2"
"window_760246","chr11",69675000,69685000,10001,"*",136,53.968253968254,"window_760246","220064",69653076,69675416,22341,"-",0,"overlapStart",0,"LTO1","LTO1 maturation factor of ABCE1"
"window_762953","chr11",76442500,76452500,10001,"*",136,53.968253968254,"window_762953","56946",76444923,76553025,108103,"+",0,"overlapStart",0,"EMSY","EMSY transcriptional repressor, BRCA2 interacting"
"window_776412","chr11",110090000,110100000,10001,"*",136,53.968253968254,"window_776412","85463",110093392,110171841,78450,"+",0,"overlapStart",0,"ZC3H12C","zinc finger CCCH-type containing 12C"
"window_780010","chr11",119085000,119095000,10001,"*",136,53.968253968254,"window_780010","3145",119084866,119093549,8684,"+",0,"overlapEnd",133,"HMBS","hydroxymethylbilane synthase"
"window_780010.1","chr11",119085000,119095000,10001,"*",136,53.968253968254,"window_780010","3014",119093854,119095467,1614,"-",0,"overlapEnd",466,"H2AX","H2A.X variant histone"
"window_780012","chr11",119090000,119100000,10001,"*",136,53.968253968254,"window_780012","3014",119093854,119095467,1614,"-",0,"includeFeature",0,"H2AX","H2A.X variant histone"
"window_780013","chr11",119092500,119102500,10001,"*",136,53.968253968254,"window_780013","3014",119093854,119095467,1614,"-",0,"includeFeature",0,"H2AX","H2A.X variant histone"
"window_780107","chr11",119327500,119337500,10001,"*",136,53.968253968254,"window_780107","79102",119334527,119337309,2783,"+",0,"includeFeature",0,"RNF26","ring finger protein 26"
"window_791224","chr10",12032500,12042500,10001,"*",136,53.968253968254,"window_791224","26019",11920022,12043170,123149,"-",0,"inside",669,"UPF2","UPF2 regulator of nonsense mediated mRNA decay"
"window_793875","chr10",18660000,18670000,10001,"*",136,53.968253968254,"window_793875","221078",18545561,18659285,113725,"-",714,"upstream",714,"NSUN6","NOP2/Sun RNA methyltransferase 6"
"window_793875.1","chr10",18660000,18670000,10001,"*",136,53.968253968254,"window_793875","221079",18659431,18681639,22209,"+",0,"inside",568,"ARL5B","ADP ribosylation factor like GTPase 5B"
"window_796300","chr10",24722500,24732500,10001,"*",136,53.968253968254,"window_796300","57584",24583609,24723887,140279,"-",0,"overlapStart",0,"ARHGAP21","Rho GTPase activating protein 21"
"window_799350","chr10",32347500,32357500,10001,"*",136,53.968253968254,"window_799350","102031319",32347397,32374488,27092,"+",0,"inside",102,"LOC102031319","uncharacterized LOC102031319"
"window_813798","chr10",68467500,68477500,10001,"*",136,53.968253968254,"window_813798","1763",68414064,68472121,58058,"-",0,"overlapStart",0,"DNA2","DNA replication helicase/nuclease 2"
"window_814573","chr10",70405000,70415000,10001,"*",136,53.968253968254,"window_814573","1979",70404145,70428618,24474,"+",0,"inside",854,"EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2"
"window_816505","chr10",75235000,75245000,10001,"*",136,53.968253968254,"window_816505","118881",75233641,75236030,2390,"-",0,"overlapStart",0,"COMTD1","catechol-O-methyltransferase domain containing 1"
"window_816505.1","chr10",75235000,75245000,10001,"*",136,53.968253968254,"window_816505","253264",75243568,75373500,129933,"+",0,"overlapStart",0,"ZNF503-AS1","ZNF503 antisense RNA 1"
"window_827790","chr10",103447500,103457500,10001,"*",136,53.968253968254,"window_827790","51063",103446786,103452402,5617,"-",0,"overlapStart",0,"CALHM2","calcium homeostasis modulator family member 2"
"window_827790.1","chr10",103447500,103457500,10001,"*",136,53.968253968254,"window_827790","255022",103453387,103458888,5502,"-",0,"overlapEnd",1387,"CALHM1","calcium homeostasis modulator 1"
"window_828138","chr10",104317500,104327500,10001,"*",136,53.968253968254,"window_828138","101927472",104323369,104327004,3636,"+",0,"includeFeature",0,"ITPRIP-AS1","ITPRIP antisense RNA 1"
"window_830608","chr10",110492500,110502500,10001,"*",136,53.968253968254,"window_830608","1847",110497907,110511533,13627,"+",0,"overlapStart",0,"DUSP5","dual specificity phosphatase 5"
"window_834023","chr10",119030000,119040000,10001,"*",136,53.968253968254,"window_834023","340719",119029714,119033730,4017,"+",0,"overlapEnd",285,"NANOS1","nanos C2HC-type zinc finger 1"
"window_834024","chr10",119032500,119042500,10001,"*",136,53.968253968254,"window_834024","340719",119029714,119033730,4017,"+",0,"overlapEnd",2785,"NANOS1","nanos C2HC-type zinc finger 1"
"window_836737","chr10",125815000,125825000,10001,"*",136,53.968253968254,"window_836737","100616327",125819740,125819822,83,"+",0,"includeFeature",0,"MIR4484","microRNA 4484"
"window_836737.1","chr10",125815000,125825000,10001,"*",136,53.968253968254,"window_836737","7390",125784980,125823258,38279,"-",0,"overlapStart",0,"UROS","uroporphyrinogen III synthase"
"window_836737.2","chr10",125815000,125825000,10001,"*",136,53.968253968254,"window_836737","56647",125823546,125853695,30150,"+",0,"overlapStart",0,"BCCIP","BRCA2 and CDKN1A interacting protein"
"window_839746","chr10",133337500,133347500,10001,"*",136,53.968253968254,"window_839746","50632",133324072,133336935,12864,"-",564,"upstream",564,"CALY","calcyon neuron specific vesicular protein"
"window_840326","chr12",990000,1000000,10001,"*",136,53.968253968254,"window_840326","23085",990509,1495933,505425,"+",0,"overlapStart",0,"ERC1","ELKS/RAB6-interacting/CAST family member 1"
"window_840326.1","chr12",990000,1000000,10001,"*",136,53.968253968254,"window_840326","5893",911736,991190,79455,"-",0,"overlapStart",0,"RAD52","RAD52 homolog, DNA repair protein"
"window_841046","chr12",2790000,2800000,10001,"*",136,53.968253968254,"window_841046","2288",2794970,2805423,10454,"+",0,"overlapStart",0,"FKBP4","FKBP prolyl isomerase 4"
"window_842524","chr12",6485000,6495000,10001,"*",136,53.968253968254,"window_842524","9918",6493356,6531955,38600,"+",0,"overlapStart",0,"NCAPD2","non-SMC condensin I complex subunit D2"
"window_842524.1","chr12",6485000,6495000,10001,"*",136,53.968253968254,"window_842524","51258",6491886,6493841,1956,"-",0,"includeFeature",0,"MRPL51","mitochondrial ribosomal protein L51"
"window_842525","chr12",6487500,6497500,10001,"*",136,53.968253968254,"window_842525","9918",6493356,6531955,38600,"+",0,"overlapStart",0,"NCAPD2","non-SMC condensin I complex subunit D2"
"window_842525.1","chr12",6487500,6497500,10001,"*",136,53.968253968254,"window_842525","51258",6491886,6493841,1956,"-",0,"includeFeature",0,"MRPL51","mitochondrial ribosomal protein L51"
"window_842618","chr12",6720000,6730000,10001,"*",136,53.968253968254,"window_842618","50813",6724014,6731875,7862,"+",0,"overlapStart",0,"COPS7A","COP9 signalosome subunit 7A"
"window_850029","chr12",25247500,25257500,10001,"*",136,53.968253968254,"window_850029","3845",25205246,25250936,45691,"-",0,"overlapStart",0,"KRAS","KRAS proto-oncogene, GTPase"
"window_859960","chr12",50075000,50085000,10001,"*",136,53.968253968254,"window_859960","6602",50085200,50100707,15508,"+",199,"upstream",199,"SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
"window_860347","chr12",51042500,51052500,10001,"*",136,53.968253968254,"window_860347","25875",51047962,51060424,12463,"+",0,"overlapStart",0,"LETMD1","LETM1 domain containing 1"
"window_861111","chr12",52952500,52962500,10001,"*",136,53.968253968254,"window_861111","3856",52897187,52949954,52768,"-",2545,"upstream",2545,"KRT8","keratin 8"
"window_861245","chr12",53287500,53297500,10001,"*",136,53.968253968254,"window_861245","5204",53295291,53299450,4160,"+",0,"overlapStart",0,"PFDN5","prefoldin subunit 5"
"window_861245.1","chr12",53287500,53297500,10001,"*",136,53.968253968254,"window_861245","60314",53299695,53307177,7483,"+",2194,"upstream",2194,"MYG1","MYG1 exonuclease"
"window_861315","chr12",53462500,53472500,10001,"*",136,53.968253968254,"window_861315","102157401",53464468,53465057,590,"+",0,"includeFeature",0,"PCBP2-OT1","PCBP2 overlapping transcript 1"
"window_861334","chr12",53510000,53520000,10001,"*",136,53.968253968254,"window_861334","8620",53506688,53508220,1533,"-",1779,"upstream",1779,"NPFF","neuropeptide FF-amide peptide precursor"
"window_861334.1","chr12",53510000,53520000,10001,"*",136,53.968253968254,"window_861334","100652999",53513891,53517608,3718,"+",0,"includeFeature",0,"LOC100652999","uncharacterized LOC100652999"
"window_862329","chr12",55997500,56007500,10001,"*",136,53.968253968254,"window_862329","6821",55997180,56006641,9462,"+",0,"overlapEnd",319,"SUOX","sulfite oxidase"
"window_862329.1","chr12",55997500,56007500,10001,"*",136,53.968253968254,"window_862329","64375",56007659,56038435,30777,"+",158,"upstream",158,"IKZF4","IKAROS family zinc finger 4"
"window_862602","chr12",56680000,56690000,10001,"*",136,53.968253968254,"window_862602","10728",56663341,56688408,25068,"-",0,"overlapStart",0,"PTGES3","prostaglandin E synthase 3"
"window_862812","chr12",57205000,57215000,10001,"*",136,53.968253968254,"window_862812","11247",57216794,57226449,9656,"+",1793,"upstream",1793,"NXPH4","neurexophilin 4"
"window_868592","chr12",71655000,71665000,10001,"*",136,53.968253968254,"window_868592","83591",71664301,71680644,16344,"+",0,"overlapStart",0,"THAP2","THAP domain containing 2"
"window_868592.1","chr12",71655000,71665000,10001,"*",136,53.968253968254,"window_868592","196441",71609472,71667725,58254,"-",0,"inside",2724,"ZFC3H1","zinc finger C3H1-type containing"
"window_870635","chr12",76762500,76772500,10001,"*",136,53.968253968254,"window_870635","23390",76763588,76853696,90109,"+",0,"overlapStart",0,"ZDHHC17","zinc finger DHHC-type palmitoyltransferase 17"
"window_883889","chr12",109897500,109907500,10001,"*",136,53.968253968254,"window_883889","84260",109900264,109953269,53006,"+",0,"overlapStart",0,"TCHP","trichoplein keratin filament binding"
"window_885245","chr12",113287500,113297500,10001,"*",136,53.968253968254,"window_885245","102465457",113291523,113291608,86,"+",0,"includeFeature",0,"MIR6762","microRNA 6762"
"window_887150","chr12",118050000,118060000,10001,"*",136,53.968253968254,"window_887150","55884",118032694,118062430,29737,"-",0,"inside",2429,"WSB2","WD repeat and SOCS box containing 2"
"window_887989","chr12",120147500,120157500,10001,"*",136,53.968253968254,"window_887989","100616179",120155434,120155499,66,"-",0,"includeFeature",0,"MIR4498","microRNA 4498"
"window_888011","chr12",120202500,120212500,10001,"*",136,53.968253968254,"window_888011","6175",120196699,120201235,4537,"-",1264,"upstream",1264,"RPLP0","ribosomal protein lateral stalk subunit P0"
"window_888011.1","chr12",120202500,120212500,10001,"*",136,53.968253968254,"window_888011","100506649",120201291,120213231,11941,"+",0,"inside",1208,"PXN-AS1","PXN antisense RNA 1"
"window_888446","chr12",121290000,121300000,10001,"*",136,53.968253968254,"window_888446","10645",121237675,121298308,60634,"-",0,"overlapStart",0,"CAMKK2","calcium/calmodulin dependent protein kinase kinase 2"
"window_888487","chr12",121392500,121402500,10001,"*",136,53.968253968254,"window_888487","51433",121308245,121399896,91652,"-",0,"overlapStart",0,"ANAPC5","anaphase promoting complex subunit 5"
"window_888487.1","chr12",121392500,121402500,10001,"*",136,53.968253968254,"window_888487","80196",121400041,121430623,30583,"+",0,"overlapStart",0,"RNF34","ring finger protein 34"
"window_888505","chr12",121437500,121447500,10001,"*",136,53.968253968254,"window_888505","102465665",121444273,121444352,80,"-",0,"includeFeature",0,"MIR7107","microRNA 7107"
"window_904493","chr13",28130000,28140000,10001,"*",136,53.968253968254,"window_904493","255967",28138506,28295335,156830,"+",0,"overlapStart",0,"PAN3","poly(A) specific ribonuclease subunit PAN3"
"window_908037","chr13",36990000,37000000,10001,"*",136,53.968253968254,"window_908037","11340",36998816,37009614,10799,"+",0,"overlapStart",0,"EXOSC8","exosome component 8"
"window_908037.1","chr13",36990000,37000000,10001,"*",136,53.968253968254,"window_908037","29880",36949738,37000261,50524,"-",0,"inside",260,"ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase"
"window_913236","chr13",49987500,49997500,10001,"*",136,53.968253968254,"window_913236","10206",49995888,50018467,22580,"+",0,"overlapStart",0,"TRIM13","tripartite motif containing 13"
"window_913236.1","chr13",49987500,49997500,10001,"*",136,53.968253968254,"window_913236","283518",49996813,50020922,24110,"+",0,"overlapStart",0,"KCNRG","potassium channel regulator"
"window_913236.2","chr13",49987500,49997500,10001,"*",136,53.968253968254,"window_913236","100500908",49996415,49996501,87,"-",0,"includeFeature",0,"MIR3613","microRNA 3613"
"window_913237","chr13",49990000,50000000,10001,"*",136,53.968253968254,"window_913237","10206",49995888,50018467,22580,"+",0,"overlapStart",0,"TRIM13","tripartite motif containing 13"
"window_913237.1","chr13",49990000,50000000,10001,"*",136,53.968253968254,"window_913237","283518",49996813,50020922,24110,"+",0,"overlapStart",0,"KCNRG","potassium channel regulator"
"window_913237.2","chr13",49990000,50000000,10001,"*",136,53.968253968254,"window_913237","100500908",49996415,49996501,87,"-",0,"includeFeature",0,"MIR3613","microRNA 3613"
"window_913240","chr13",49997500,50007500,10001,"*",136,53.968253968254,"window_913240","10206",49995888,50018467,22580,"+",0,"inside",1611,"TRIM13","tripartite motif containing 13"
"window_913240.1","chr13",49997500,50007500,10001,"*",136,53.968253968254,"window_913240","283518",49996813,50020922,24110,"+",0,"inside",686,"KCNRG","potassium channel regulator"
"window_913240.2","chr13",49997500,50007500,10001,"*",136,53.968253968254,"window_913240","100500908",49996415,49996501,87,"-",998,"upstream",998,"MIR3613","microRNA 3613"
"window_937487","chr13",110615000,110625000,10001,"*",136,53.968253968254,"window_937487","55739",110615460,110639993,24534,"+",0,"overlapStart",0,"NAXD","NAD(P)HX dehydratase"
"window_938634","chr13",113482500,113492500,10001,"*",136,53.968253968254,"window_938634","55208",113455819,113490951,35133,"-",0,"overlapStart",0,"DCUN1D2","defective in cullin neddylation 1 domain containing 2"
"window_938634.1","chr13",113482500,113492500,10001,"*",136,53.968253968254,"window_938634","55002",113491021,113554590,63570,"+",0,"overlapStart",0,"TMCO3","transmembrane and coiled-coil domains 3"
"window_947413","chr14",21065000,21075000,10001,"*",136,53.968253968254,"window_947413","55701",21070273,21090248,19976,"+",0,"overlapStart",0,"ARHGEF40","Rho guanine nucleotide exchange factor 40"
"window_947413.1","chr14",21065000,21075000,10001,"*",136,53.968253968254,"window_947413","57447",21016763,21070872,54110,"-",0,"overlapStart",0,"NDRG2","NDRG family member 2"
"window_947416","chr14",21072500,21082500,10001,"*",136,53.968253968254,"window_947416","55701",21070273,21090248,19976,"+",0,"inside",2226,"ARHGEF40","Rho guanine nucleotide exchange factor 40"
"window_947416.1","chr14",21072500,21082500,10001,"*",136,53.968253968254,"window_947416","57447",21016763,21070872,54110,"-",1627,"upstream",1627,"NDRG2","NDRG family member 2"
"window_947466","chr14",21197500,21207500,10001,"*",136,53.968253968254,"window_947466","283624",21200079,21206900,6822,"-",0,"includeFeature",0,"LINC00641","long intergenic non-protein coding RNA 641"
"window_948311","chr14",23310000,23320000,10001,"*",136,53.968253968254,"window_948311","8106",23321289,23326185,4897,"+",1288,"upstream",1288,"PABPN1","poly(A) binding protein nuclear 1"
"window_958930","chr14",49857500,49867500,10001,"*",136,53.968253968254,"window_958930","378706",49862550,49862849,300,"-",0,"includeFeature",0,"RN7SL2","RNA component of signal recognition particle 7SL2"
"window_960076","chr14",52722500,52732500,10001,"*",136,53.968253968254,"window_960076","6815",52730166,52774989,44824,"+",0,"overlapStart",0,"STYX","serine/threonine/tyrosine interacting protein"
"window_964790","chr14",64507500,64517500,10001,"*",136,53.968253968254,"window_964790","7597",64449106,64505213,56108,"-",2286,"upstream",2286,"ZBTB25","zinc finger and BTB domain containing 25"
"window_964963","chr14",64940000,64950000,10001,"*",136,53.968253968254,"window_964963","2877",64939152,64942905,3754,"-",0,"overlapStart",0,"GPX2","glutathione peroxidase 2"
"window_969798","chr14",77027500,77037500,10001,"*",136,53.968253968254,"window_969798","64207",77024543,77028708,4166,"-",0,"overlapStart",0,"IRF2BPL","interferon regulatory factor 2 binding protein like"
"window_997966","chr15",40402500,40412500,10001,"*",136,53.968253968254,"window_997966","3712",40405485,40435947,30463,"+",0,"overlapStart",0,"IVD","isovaleryl-CoA dehydrogenase"
"window_997967","chr15",40405000,40415000,10001,"*",136,53.968253968254,"window_997967","3712",40405485,40435947,30463,"+",0,"overlapStart",0,"IVD","isovaleryl-CoA dehydrogenase"
"window_998896","chr15",42727500,42737500,10001,"*",136,53.968253968254,"window_998896","146059",42723544,42737128,13585,"-",0,"overlapStart",0,"CDAN1","codanin 1"
"window_1007461","chr15",64140000,64150000,10001,"*",136,53.968253968254,"window_1007461","79856",64151715,64157481,5767,"+",1714,"upstream",1714,"SNX22","sorting nexin 22"
"window_1007741","chr15",64840000,64850000,10001,"*",136,53.968253968254,"window_1007741","80301",64841883,64930920,89038,"+",0,"overlapStart",0,"PLEKHO2","pleckstrin homology domain containing O2"
"window_1009093","chr15",68220000,68230000,10001,"*",136,53.968253968254,"window_1009093","91860",68184032,68229718,45687,"-",0,"overlapStart",0,"CALML4","calmodulin like 4"
"window_1011254","chr15",73622500,73632500,10001,"*",136,53.968253968254,"window_1011254","27020",73560014,73634134,74121,"-",0,"inside",1633,"NPTN","neuroplastin"
"window_1023179","chr16",1442500,1452500,10001,"*",136,53.968253968254,"window_1023179","645811",1434383,1444556,10174,"-",0,"overlapStart",0,"CCDC154","coiled-coil domain containing 154"
"window_1023296","chr16",1735000,1745000,10001,"*",136,53.968253968254,"window_1023296","100423012",1734985,1735066,82,"+",0,"overlapEnd",14,"MIR3177","microRNA 3177"
"window_1023986","chr16",3460000,3470000,10001,"*",136,53.968253968254,"window_1023986","23059",3458071,3539048,80978,"+",0,"inside",1928,"CLUAP1","clusterin associated protein 1"
"window_1024307","chr16",4262500,4272500,10001,"*",136,53.968253968254,"window_1024307","7023",4257186,4273075,15890,"-",0,"inside",574,"TFAP4","transcription factor AP-4"
"window_1024310","chr16",4270000,4280000,10001,"*",136,53.968253968254,"window_1024310","7023",4257186,4273075,15890,"-",0,"overlapStart",0,"TFAP4","transcription factor AP-4"
"window_1035281","chr16",31697500,31707500,10001,"*",136,53.968253968254,"window_1035281","100132341",31700590,31708581,7992,"+",0,"overlapStart",0,"CLUHP3","clustered mitochondria homolog pseudogene 3"
"window_1045581","chr16",57447500,57457500,10001,"*",136,53.968253968254,"window_1045581","57019",57428187,57447420,19234,"-",79,"upstream",79,"CIAPIN1","cytokine induced apoptosis inhibitor 1"
"window_1045581.1","chr16",57447500,57457500,10001,"*",136,53.968253968254,"window_1045581","57017",57447425,57461270,13846,"+",0,"inside",74,"COQ9","coenzyme Q9"
"window_1049501","chr16",67247500,67257500,10001,"*",136,53.968253968254,"window_1049501","29109",67229387,67247481,18095,"-",18,"upstream",18,"FHOD1","formin homology 2 domain containing 1"
"window_1049502","chr16",67250000,67260000,10001,"*",136,53.968253968254,"window_1049502","29109",67229387,67247481,18095,"-",2518,"upstream",2518,"FHOD1","formin homology 2 domain containing 1"
"window_1049610","chr16",67520000,67530000,10001,"*",136,53.968253968254,"window_1049610","79567",67518418,67546788,28371,"+",0,"inside",1581,"RIPOR1","RHO family interacting cell polarization regulator 1"
"window_1049610.1","chr16",67520000,67530000,10001,"*",136,53.968253968254,"window_1049610","100505942",67517862,67528675,10814,"-",0,"overlapStart",0,"LOC100505942","uncharacterized LOC100505942"
"window_1049750","chr16",67870000,67880000,10001,"*",136,53.968253968254,"window_1049750","23644",67873052,67884499,11448,"+",0,"overlapStart",0,"EDC4","enhancer of mRNA decapping 4"
