"","seqnames","start","end","width","strand","score","pct_cons","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_11170","chr1",27922500,27932500,10001,"*",26,10.3174603174603,"window_11170","27293",27935000,27959157,24158,"+",2499,"upstream",2499,"SMPDL3B","sphingomyelin phosphodiesterase acid like 3B"
"window_14348","chr1",35867500,35877500,10001,"*",26,10.3174603174603,"window_14348","26523",35869808,35930532,60725,"+",0,"overlapStart",0,"AGO1","argonaute RISC component 1"
"window_15054","chr1",37632500,37642500,10001,"*",26,10.3174603174603,"window_15054","284654",37611350,37634892,23543,"-",0,"overlapStart",0,"RSPO1","R-spondin 1"
"window_16863","chr1",42155000,42165000,10001,"*",26,10.3174603174603,"window_16863","2981",42153410,42155820,2411,"+",0,"overlapEnd",1589,"GUCA2B","guanylate cyclase activator 2B"
"window_16863.1","chr1",42155000,42165000,10001,"*",26,10.3174603174603,"window_16863","2980",42162690,42164745,2056,"-",0,"includeFeature",0,"GUCA2A","guanylate cyclase activator 2A"
"window_17407","chr1",43515000,43525000,10001,"*",26,10.3174603174603,"window_17407","5792",43525187,43623666,98480,"+",186,"upstream",186,"PTPRF","protein tyrosine phosphatase receptor type F"
"window_17644","chr1",44107500,44117500,10001,"*",26,10.3174603174603,"window_17644","128209",44118821,44135140,16320,"+",1320,"upstream",1320,"KLF17","Kruppel like factor 17"
"window_17645","chr1",44110000,44120000,10001,"*",26,10.3174603174603,"window_17645","128209",44118821,44135140,16320,"+",0,"overlapStart",0,"KLF17","Kruppel like factor 17"
"window_18314","chr1",45782500,45792500,10001,"*",26,10.3174603174603,"window_18314","23139",45786987,46036122,249136,"+",0,"overlapStart",0,"MAST2","microtubule associated serine/threonine kinase 2"
"window_18613","chr1",46530000,46540000,10001,"*",26,10.3174603174603,"window_18613","100507423",46538611,46570255,31645,"+",0,"overlapStart",0,"MKNK1-AS1","MKNK1 antisense RNA 1"
"window_18889","chr1",47220000,47230000,10001,"*",26,10.3174603174603,"window_18889","6886",47216290,47232220,15931,"-",0,"inside",2219,"TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"window_18891","chr1",47225000,47235000,10001,"*",26,10.3174603174603,"window_18891","6886",47216290,47232220,15931,"-",0,"overlapStart",0,"TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"window_19508","chr1",48767500,48777500,10001,"*",26,10.3174603174603,"window_19508","79656",48727519,48776969,49451,"-",0,"overlapStart",0,"BEND5","BEN domain containing 5"
"window_19509","chr1",48770000,48780000,10001,"*",26,10.3174603174603,"window_19509","79656",48727519,48776969,49451,"-",0,"overlapStart",0,"BEND5","BEN domain containing 5"
"window_20629","chr1",51570000,51580000,10001,"*",26,10.3174603174603,"window_20629","114883",51577179,51798427,221249,"+",0,"overlapStart",0,"OSBPL9","oxysterol binding protein like 9"
"window_24686","chr1",61712500,61722500,10001,"*",26,10.3174603174603,"window_24686","83941",61681046,61725423,44378,"-",0,"inside",2922,"TM2D1","TM2 domain containing 1"
"window_24828","chr1",62067500,62077500,10001,"*",26,10.3174603174603,"window_24828","100422902",62078786,62078859,74,"+",1285,"upstream",1285,"MIR3116-1","microRNA 3116-1"
"window_24829","chr1",62070000,62080000,10001,"*",26,10.3174603174603,"window_24829","100422902",62078786,62078859,74,"+",0,"includeFeature",0,"MIR3116-1","microRNA 3116-1"
"window_24829.1","chr1",62070000,62080000,10001,"*",26,10.3174603174603,"window_24829","100422946",62078789,62078856,68,"-",0,"includeFeature",0,"MIR3116-2","microRNA 3116-2"
"window_24876","chr1",62187500,62197500,10001,"*",26,10.3174603174603,"window_24876","54596",62194849,62212328,17480,"+",0,"overlapStart",0,"L1TD1","LINE1 type transposase domain containing 1"
"window_27827","chr1",69565000,69575000,10001,"*",26,10.3174603174603,"window_27827","57554",69568261,70148005,579745,"+",0,"overlapStart",0,"LRRC7","leucine rich repeat containing 7"
"window_27828","chr1",69567500,69577500,10001,"*",26,10.3174603174603,"window_27828","57554",69568261,70148005,579745,"+",0,"overlapStart",0,"LRRC7","leucine rich repeat containing 7"
"window_30748","chr1",76867500,76877500,10001,"*",26,10.3174603174603,"window_30748","81849",76867480,77067546,200067,"+",0,"inside",19,"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
"window_33628","chr1",84067500,84077500,10001,"*",26,10.3174603174603,"window_33628","5567",84078062,84238498,160437,"+",561,"upstream",561,"PRKACB","protein kinase cAMP-activated catalytic subunit beta"
"window_33823","chr1",84555000,84565000,10001,"*",26,10.3174603174603,"window_33823","2787",84498325,84556688,58364,"-",0,"overlapStart",0,"GNG5","G protein subunit gamma 5"
"window_36289","chr1",90720000,90730000,10001,"*",26,10.3174603174603,"window_36289","343472",90711539,90717302,5764,"-",2697,"upstream",2697,"BARHL2","BarH like homeobox 2"
"window_37767","chr1",94415000,94425000,10001,"*",26,10.3174603174603,"window_37767","5825",94418389,94518666,100278,"+",0,"overlapStart",0,"ABCD3","ATP binding cassette subfamily D member 3"
"window_37769","chr1",94420000,94430000,10001,"*",26,10.3174603174603,"window_37769","5825",94418389,94518666,100278,"+",0,"inside",1610,"ABCD3","ATP binding cassette subfamily D member 3"
"window_37939","chr1",94845000,94855000,10001,"*",26,10.3174603174603,"window_37939","101928079",94613814,94855421,241608,"-",0,"inside",420,"SLC44A3-AS1","SLC44A3 antisense RNA 1"
"window_40496","chr1",101237500,101247500,10001,"*",26,10.3174603174603,"window_40496","1901",101236865,101243713,6849,"+",0,"overlapEnd",634,"S1PR1","sphingosine-1-phosphate receptor 1"
"window_40496.1","chr1",101237500,101247500,10001,"*",26,10.3174603174603,"window_40496","101928370",101235683,101236528,846,"-",971,"upstream",971,"LOC101928370","uncharacterized LOC101928370"
"window_43720","chr1",109297500,109307500,10001,"*",26,10.3174603174603,"window_43720","343263",109292365,109307011,14647,"-",0,"overlapStart",0,"MYBPHL","myosin binding protein H like"
"window_43721","chr1",109300000,109310000,10001,"*",26,10.3174603174603,"window_43721","343263",109292365,109307011,14647,"-",0,"overlapStart",0,"MYBPHL","myosin binding protein H like"
"window_43784","chr1",109457500,109467500,10001,"*",26,10.3174603174603,"window_43784","284612",109466546,109482134,15589,"+",0,"overlapStart",0,"SYPL2","synaptophysin like 2"
"window_44387","chr1",110965000,110975000,10001,"*",26,10.3174603174603,"window_44387","55791",110947190,110963965,16776,"-",1034,"upstream",1034,"LRIF1","ligand dependent nuclear receptor interacting factor 1"
"window_45659","chr1",114145000,114155000,10001,"*",26,10.3174603174603,"window_45659","148281",114089291,114153919,64629,"-",0,"overlapStart",0,"SYT6","synaptotagmin 6"
"window_47044","chr1",117607500,117617500,10001,"*",26,10.3174603174603,"window_47044","100996263",117596832,117605770,8939,"-",1729,"upstream",1729,"LOC100996263","uncharacterized LOC100996263"
"window_47044.1","chr1",117607500,117617500,10001,"*",26,10.3174603174603,"window_47044","54855",117606048,117628389,22342,"+",0,"inside",1451,"TENT5C","terminal nucleotidyltransferase 5C"
"window_48338","chr1",120842500,120852500,10001,"*",26,10.3174603174603,"window_48338","101954277",120849674,120850985,1312,"-",0,"includeFeature",0,"RNVU1-19","RNA, variant U1 small nuclear 19"
"window_59259","chr1",148145000,148155000,10001,"*",26,10.3174603174603,"window_59259","200030",148102046,148152322,50277,"-",0,"overlapStart",0,"NBPF11","NBPF member 11"
"window_59260","chr1",148147500,148157500,10001,"*",26,10.3174603174603,"window_59260","200030",148102046,148152322,50277,"-",0,"overlapStart",0,"NBPF11","NBPF member 11"
"window_60023","chr1",150055000,150065000,10001,"*",26,10.3174603174603,"window_60023","11311",150067279,150145329,78051,"+",2278,"upstream",2278,"VPS45","vacuolar protein sorting 45 homolog"
"window_60601","chr1",151500000,151510000,10001,"*",26,10.3174603174603,"window_60601","57530",151510510,151538692,28183,"+",509,"upstream",509,"CGN","cingulin"
"window_61163","chr1",152905000,152915000,10001,"*",26,10.3174603174603,"window_61163","3713",152908546,152911886,3341,"+",0,"includeFeature",0,"IVL","involucrin"
"window_62345","chr1",155860000,155870000,10001,"*",26,10.3174603174603,"window_62345","54856",155749662,155859400,109739,"-",599,"upstream",599,"GON4L","gon-4 like"
"window_62345.1","chr1",155860000,155870000,10001,"*",26,10.3174603174603,"window_62345","23208",155859567,155885199,25633,"+",0,"inside",432,"SYT11","synaptotagmin 11"
"window_64383","chr1",160955000,160965000,10001,"*",26,10.3174603174603,"window_64383","142683",160945025,160954809,9785,"-",190,"upstream",190,"ITLN2","intelectin 2"
"window_64936","chr1",162337500,162347500,10001,"*",26,10.3174603174603,"window_64936","693141",162342546,162342640,95,"+",0,"includeFeature",0,"MIR556","microRNA 556"
"window_64938","chr1",162342500,162352500,10001,"*",26,10.3174603174603,"window_64938","693141",162342546,162342640,95,"+",0,"includeFeature",0,"MIR556","microRNA 556"
"window_65115","chr1",162785000,162795000,10001,"*",26,10.3174603174603,"window_65115","51478",162790702,162812817,22116,"+",0,"overlapStart",0,"HSD17B7","hydroxysteroid 17-beta dehydrogenase 7"
"window_65229","chr1",163070000,163080000,10001,"*",26,10.3174603174603,"window_65229","5999",163068775,163076802,8028,"+",0,"overlapEnd",1224,"RGS4","regulator of G protein signaling 4"
"window_65906","chr1",164762500,164772500,10001,"*",26,10.3174603174603,"window_65906","100505795",164769116,164774641,5526,"-",0,"overlapEnd",2140,"PBX1-AS1","PBX1 antisense RNA 1"
"window_66180","chr1",165447500,165457500,10001,"*",26,10.3174603174603,"window_66180","6258",165400922,165445355,44434,"-",2144,"upstream",2144,"RXRG","retinoid X receptor gamma"
"window_67348","chr1",168367500,168377500,10001,"*",26,10.3174603174603,"window_67348","693142",168375524,168375621,98,"+",0,"includeFeature",0,"MIR557","microRNA 557"
"window_67796","chr1",169487500,169497500,10001,"*",26,10.3174603174603,"window_67796","10560",169463909,169485944,22036,"-",1555,"upstream",1555,"SLC19A2","solute carrier family 19 member 2"
"window_69450","chr1",173622500,173632500,10001,"*",26,10.3174603174603,"window_69450","730159",173635338,173637130,1793,"+",2837,"upstream",2837,"TEX50","testis expressed 50"
"window_69777","chr1",174440000,174450000,10001,"*",26,10.3174603174603,"window_69777","9293",174447964,174449545,1582,"+",0,"includeFeature",0,"GPR52","G protein-coupled receptor 52"
"window_70869","chr1",177170000,177180000,10001,"*",26,10.3174603174603,"window_70869","57795",177170958,177282422,111465,"+",0,"overlapStart",0,"BRINP2","BMP/retinoic acid inducible neural specific 2"
"window_70870","chr1",177172500,177182500,10001,"*",26,10.3174603174603,"window_70870","57795",177170958,177282422,111465,"+",0,"inside",1541,"BRINP2","BMP/retinoic acid inducible neural specific 2"
"window_71077","chr1",177690000,177700000,10001,"*",26,10.3174603174603,"window_71077","101928778",177700524,177712275,11752,"+",523,"upstream",523,"LINC01741","long intergenic non-protein coding RNA 1741"
"window_72093","chr1",180230000,180240000,10001,"*",26,10.3174603174603,"window_72093","89884",180230264,180278984,48721,"+",0,"overlapStart",0,"LHX4","LIM homeobox 4"
"window_72094","chr1",180232500,180242500,10001,"*",26,10.3174603174603,"window_72094","89884",180230264,180278984,48721,"+",0,"inside",2235,"LHX4","LIM homeobox 4"
"window_72249","chr1",180620000,180630000,10001,"*",26,10.3174603174603,"window_72249","9213",180632022,180890279,258258,"+",2021,"upstream",2021,"XPR1","xenotropic and polytropic retrovirus receptor 1"
"window_72959","chr1",182395000,182405000,10001,"*",26,10.3174603174603,"window_72959","2752",182381704,182392206,10503,"-",2793,"upstream",2793,"GLUL","glutamate-ammonia ligase"
"window_72959.1","chr1",182395000,182405000,10001,"*",26,10.3174603174603,"window_72959","127670",182398117,182400667,2551,"-",0,"includeFeature",0,"TEDDM1","transmembrane epididymal protein 1"
"window_72959.2","chr1",182395000,182405000,10001,"*",26,10.3174603174603,"window_72959","388719",182407621,182414815,7195,"+",2620,"upstream",2620,"LINC00272","long intergenic non-protein coding RNA 272"
"window_73990","chr1",184972500,184982500,10001,"*",26,10.3174603174603,"window_73990","116496",184790724,184974508,183785,"-",0,"overlapStart",0,"NIBAN1","niban apoptosis regulator 1"
"window_74065","chr1",185160000,185170000,10001,"*",26,10.3174603174603,"window_74065","81627",185118101,185157072,38972,"-",2927,"upstream",2927,"TRMT1L","tRNA methyltransferase 1 like"
"window_74065.1","chr1",185160000,185170000,10001,"*",26,10.3174603174603,"window_74065","54823",185157080,185291781,134702,"+",0,"inside",2919,"SWT1","SWT1 RNA endoribonuclease homolog"
"window_76190","chr1",190472500,190482500,10001,"*",26,10.3174603174603,"window_76190","339479",190097658,190477864,380207,"-",0,"overlapStart",0,"BRINP3","BMP/retinoic acid inducible neural specific 3"
"window_76190.1","chr1",190472500,190482500,10001,"*",26,10.3174603174603,"window_76190","101929120",190478551,190480735,2185,"+",0,"includeFeature",0,"LINC01351","long intergenic non-protein coding RNA 1351"
"window_76251","chr1",190625000,190635000,10001,"*",26,10.3174603174603,"window_76251","440704",190624890,190801658,176769,"+",0,"inside",109,"LINC01720","long intergenic non-protein coding RNA 1720"
"window_76252","chr1",190627500,190637500,10001,"*",26,10.3174603174603,"window_76252","440704",190624890,190801658,176769,"+",0,"inside",2609,"LINC01720","long intergenic non-protein coding RNA 1720"
"window_76863","chr1",192155000,192165000,10001,"*",26,10.3174603174603,"window_76863","64407",192158462,192185815,27354,"+",0,"overlapStart",0,"RGS18","regulator of G protein signaling 18"
"window_76864","chr1",192157500,192167500,10001,"*",26,10.3174603174603,"window_76864","64407",192158462,192185815,27354,"+",0,"overlapStart",0,"RGS18","regulator of G protein signaling 18"
"window_76865","chr1",192160000,192170000,10001,"*",26,10.3174603174603,"window_76865","64407",192158462,192185815,27354,"+",0,"inside",1537,"RGS18","regulator of G protein signaling 18"
"window_78828","chr1",197067500,197077500,10001,"*",26,10.3174603174603,"window_78828","2165",197038741,197067267,28527,"-",232,"upstream",232,"F13B","coagulation factor XIII B chain"
"window_80408","chr1",201017500,201027500,10001,"*",26,10.3174603174603,"window_80408","23046",200969390,201023700,54311,"-",0,"overlapStart",0,"KIF21B","kinesin family member 21B"
"window_80775","chr1",201935000,201945000,10001,"*",26,10.3174603174603,"window_80775","25802",201896456,201946588,50133,"-",0,"inside",1587,"LMOD1","leiomodin 1"
"window_81234","chr1",203082500,203092500,10001,"*",26,10.3174603174603,"window_81234","4656",203083129,203086012,2884,"-",0,"includeFeature",0,"MYOG","myogenin"
"window_81234.1","chr1",203082500,203092500,10001,"*",26,10.3174603174603,"window_81234","134",203090654,203167405,76752,"+",0,"overlapStart",0,"ADORA1","adenosine A1 receptor"
"window_81235","chr1",203085000,203095000,10001,"*",26,10.3174603174603,"window_81235","4656",203083129,203086012,2884,"-",0,"overlapStart",0,"MYOG","myogenin"
"window_81235.1","chr1",203085000,203095000,10001,"*",26,10.3174603174603,"window_81235","134",203090654,203167405,76752,"+",0,"overlapStart",0,"ADORA1","adenosine A1 receptor"
"window_81929","chr1",204820000,204830000,10001,"*",26,10.3174603174603,"window_81929","23114",204828651,205022822,194172,"+",0,"overlapStart",0,"NFASC","neurofascin"
"window_81930","chr1",204822500,204832500,10001,"*",26,10.3174603174603,"window_81930","23114",204828651,205022822,194172,"+",0,"overlapStart",0,"NFASC","neurofascin"
"window_82148","chr1",205367500,205377500,10001,"*",26,10.3174603174603,"window_82148","284576",205373252,205387440,14189,"+",0,"overlapStart",0,"LEMD1-AS1","LEMD1 antisense RNA 1"
"window_82149","chr1",205370000,205380000,10001,"*",26,10.3174603174603,"window_82149","284576",205373252,205387440,14189,"+",0,"overlapStart",0,"LEMD1-AS1","LEMD1 antisense RNA 1"
"window_82150","chr1",205372500,205382500,10001,"*",26,10.3174603174603,"window_82150","284576",205373252,205387440,14189,"+",0,"overlapStart",0,"LEMD1-AS1","LEMD1 antisense RNA 1"
"window_82337","chr1",205840000,205850000,10001,"*",26,10.3174603174603,"window_82337","148811",205828025,205850132,22108,"-",0,"inside",131,"PM20D1","peptidase M20 domain containing 1"
"window_82647","chr1",206615000,206625000,10001,"*",26,10.3174603174603,"window_82647","1939",206571292,206612465,41174,"-",2534,"upstream",2534,"EIF2D","eukaryotic translation initiation factor 2D"
"window_82832","chr1",207077500,207087500,10001,"*",26,10.3174603174603,"window_82832","725",207088860,207099993,11134,"+",1359,"upstream",1359,"C4BPB","complement component 4 binding protein beta"
"window_83162","chr1",207902500,207912500,10001,"*",26,10.3174603174603,"window_83162","947",207880972,207911402,30431,"-",0,"overlapStart",0,"CD34","CD34 molecule"
"window_83163","chr1",207905000,207915000,10001,"*",26,10.3174603174603,"window_83163","947",207880972,207911402,30431,"-",0,"overlapStart",0,"CD34","CD34 molecule"
"window_83164","chr1",207907500,207917500,10001,"*",26,10.3174603174603,"window_83164","947",207880972,207911402,30431,"-",0,"overlapStart",0,"CD34","CD34 molecule"
"window_83165","chr1",207910000,207920000,10001,"*",26,10.3174603174603,"window_83165","947",207880972,207911402,30431,"-",0,"overlapStart",0,"CD34","CD34 molecule"
"window_83166","chr1",207912500,207922500,10001,"*",26,10.3174603174603,"window_83166","947",207880972,207911402,30431,"-",1097,"upstream",1097,"CD34","CD34 molecule"
"window_83585","chr1",208960000,208970000,10001,"*",26,10.3174603174603,"window_83585","105372894",208972454,208975307,2854,"+",2453,"upstream",2453,"LINC01774","long intergenic non-protein coding RNA 1774"
"window_83586","chr1",208962500,208972500,10001,"*",26,10.3174603174603,"window_83586","105372894",208972454,208975307,2854,"+",0,"overlapStart",0,"LINC01774","long intergenic non-protein coding RNA 1774"
"window_83590","chr1",208972500,208982500,10001,"*",26,10.3174603174603,"window_83590","105372894",208972454,208975307,2854,"+",0,"overlapEnd",45,"LINC01774","long intergenic non-protein coding RNA 1774"
"window_85139","chr1",212845000,212855000,10001,"*",26,10.3174603174603,"window_85139","149643",212830141,212847649,17509,"-",0,"overlapStart",0,"SPATA45","spermatogenesis associated 45"
"window_85590","chr1",213972500,213982500,10001,"*",26,10.3174603174603,"window_85590","5629",213983181,214041510,58330,"+",680,"upstream",680,"PROX1","prospero homeobox 1"
"window_86003","chr1",215005000,215015000,10001,"*",26,10.3174603174603,"window_86003","3776",215005775,215237093,231319,"+",0,"overlapStart",0,"KCNK2","potassium two pore domain channel subfamily K member 2"
"window_86004","chr1",215007500,215017500,10001,"*",26,10.3174603174603,"window_86004","3776",215005775,215237093,231319,"+",0,"inside",1724,"KCNK2","potassium two pore domain channel subfamily K member 2"
"window_86428","chr1",216067500,216077500,10001,"*",26,10.3174603174603,"window_86428","102723833",216072465,216086917,14453,"+",0,"overlapStart",0,"USH2A-AS2","USH2A antisense RNA 2"
"window_87980","chr1",219947500,219957500,10001,"*",26,10.3174603174603,"window_87980","55532",219685427,219958647,273221,"-",0,"inside",1146,"SLC30A10","solute carrier family 30 member 10"
"window_89683","chr1",224205000,224215000,10001,"*",26,10.3174603174603,"window_89683","101927143",224208741,224213625,4885,"-",0,"includeFeature",0,"LOC101927143","uncharacterized LOC101927143"
"window_92467","chr1",231165000,231175000,10001,"*",26,10.3174603174603,"window_92467","440730",231162112,231221556,59445,"+",0,"inside",2887,"TRIM67","tripartite motif containing 67"
"window_92643","chr1",231605000,231615000,10001,"*",26,10.3174603174603,"window_92643","100287814",231591292,231612090,20799,"-",0,"overlapStart",0,"LINC00582","long intergenic non-protein coding RNA 582"
"window_93719","chr1",234295000,234305000,10001,"*",26,10.3174603174603,"window_93719","100616380",234306467,234306539,73,"+",1466,"upstream",1466,"MIR4671","microRNA 4671"
"window_93720","chr1",234297500,234307500,10001,"*",26,10.3174603174603,"window_93720","100616380",234306467,234306539,73,"+",0,"includeFeature",0,"MIR4671","microRNA 4671"
"window_93989","chr1",234970000,234980000,10001,"*",26,10.3174603174603,"window_93989","101927851",234957342,234970062,12721,"-",0,"overlapStart",0,"LOC101927851","uncharacterized LOC101927851"
"window_94816","chr1",237037500,237047500,10001,"*",26,10.3174603174603,"window_94816","6262",237042184,237833988,791805,"+",0,"overlapStart",0,"RYR2","ryanodine receptor 2"
"window_94818","chr1",237042500,237052500,10001,"*",26,10.3174603174603,"window_94818","6262",237042184,237833988,791805,"+",0,"inside",315,"RYR2","ryanodine receptor 2"
"window_95751","chr1",239375000,239385000,10001,"*",26,10.3174603174603,"window_95751","1131",239386565,239915452,528888,"+",1564,"upstream",1564,"CHRM3","cholinergic receptor muscarinic 3"
"window_96453","chr1",241130000,241140000,10001,"*",26,10.3174603174603,"window_96453","100422856",241132272,241132346,75,"+",0,"includeFeature",0,"MIR3123","microRNA 3123"
"window_96673","chr1",241680000,241690000,10001,"*",26,10.3174603174603,"window_96673","23596",241590102,241677376,87275,"-",2623,"upstream",2623,"OPN3","opsin 3"
"window_98090","chr1",245222500,245232500,10001,"*",26,10.3174603174603,"window_98090","111216275",245206444,245234501,28058,"-",0,"inside",2000,"KIF26B-AS1","KIF26B antisense RNA 1"
"window_98091","chr1",245225000,245235000,10001,"*",26,10.3174603174603,"window_98091","111216275",245206444,245234501,28058,"-",0,"overlapStart",0,"KIF26B-AS1","KIF26B antisense RNA 1"
"window_98092","chr1",245227500,245237500,10001,"*",26,10.3174603174603,"window_98092","111216275",245206444,245234501,28058,"-",0,"overlapStart",0,"KIF26B-AS1","KIF26B antisense RNA 1"
"window_98093","chr1",245230000,245240000,10001,"*",26,10.3174603174603,"window_98093","111216275",245206444,245234501,28058,"-",0,"overlapStart",0,"KIF26B-AS1","KIF26B antisense RNA 1"
"window_98687","chr1",246715000,246725000,10001,"*",26,10.3174603174603,"window_98687","51097",246724409,246768137,43729,"+",0,"overlapStart",0,"SCCPDH","saccharopine dehydrogenase (putative)"
"window_98964","chr1",247407500,247417500,10001,"*",26,10.3174603174603,"window_98964","114548",247416156,247449108,32953,"+",0,"overlapStart",0,"NLRP3","NLR family pyrin domain containing 3"
"window_99945","chr2",902500,912500,10001,"*",26,10.3174603174603,"window_99945","101060385",899462,905539,6078,"-",0,"overlapStart",0,"LINC01939","long intergenic non-protein coding RNA 1939"
"window_103120","chr2",8840000,8850000,10001,"*",26,10.3174603174603,"window_103120","57498",8721081,8837630,116550,"-",2369,"upstream",2369,"KIDINS220","kinase D interacting substrate 220"
"window_103868","chr2",10710000,10720000,10001,"*",26,10.3174603174603,"window_103868","245973",10721100,10785110,64011,"+",1099,"upstream",1099,"ATP6V1C2","ATPase H+ transporting V1 subunit C2"
"window_103869","chr2",10712500,10722500,10001,"*",26,10.3174603174603,"window_103869","245973",10721100,10785110,64011,"+",0,"overlapStart",0,"ATP6V1C2","ATPase H+ transporting V1 subunit C2"
"window_109663","chr2",25197500,25207500,10001,"*",26,10.3174603174603,"window_109663","106144568",25204313,25209202,4890,"+",0,"overlapStart",0,"LINC01381","long intergenic non-protein coding RNA 1381"
"window_114936","chr2",38380000,38390000,10001,"*",26,10.3174603174603,"window_114936","64225",38293954,38377285,83332,"-",2714,"upstream",2714,"ATL2","atlastin GTPase 2"
"window_115274","chr2",39225000,39235000,10001,"*",26,10.3174603174603,"window_115274","344387",39175646,39229588,53943,"-",0,"overlapStart",0,"CDKL4","cyclin dependent kinase like 4"
"window_117040","chr2",43640000,43650000,10001,"*",26,10.3174603174603,"window_117040","130271",43637260,43767987,130728,"+",0,"inside",2739,"PLEKHH2","pleckstrin homology, MyTH4 and FERM domain containing H2"
"window_118591","chr2",47517500,47527500,10001,"*",26,10.3174603174603,"window_118591","644093",47527008,47535199,8192,"+",0,"overlapStart",0,"MSH2-OT1","MSH2 overlapping transcript 1"
"window_119243","chr2",49147500,49157500,10001,"*",26,10.3174603174603,"window_119243","2492",48962157,49154537,192381,"-",0,"overlapStart",0,"FSHR","follicle stimulating hormone receptor"
"window_125422","chr2",64595000,64605000,10001,"*",26,10.3174603174603,"window_125422","339807",64606975,64616556,9582,"+",1974,"upstream",1974,"LINC02579","long intergenic non-protein coding RNA 2579"
"window_125526","chr2",64855000,64865000,10001,"*",26,10.3174603174603,"window_125526","101927438",64846130,64863626,17497,"-",0,"overlapStart",0,"LINC01800","long intergenic non-protein coding RNA 1800"
"window_126544","chr2",67400000,67410000,10001,"*",26,10.3174603174603,"window_126544","54465",67397322,67412089,14768,"+",0,"inside",2677,"ETAA1","ETAA1 activator of ATR kinase"
